"14" "19" 1500487
"15" "19" 1634713
"16" "19" 2380466
"17" "19" 3126885
"18" "19" 935036
"19" "19" 54754113
"1" "20" 3169844
"2" "20" 2403686
"3" "20" 2018301
"4" "20" 1626150
"5" "20" 1832894
"6" "20" 1738415
"7" "20" 1725518
"8" "20" 1572237
"9" "20" 1849985
"10" "20" 1897954
"11" "20" 2135396
"12" "20" 2031315
"13" "20" 1132210
"14" "20" 1569623
"15" "20" 1687622
"16" "20" 1899798
"17" "20" 2357033
"18" "20" 1355164
"19" "20" 1555347
"20" "20" 48417070
"1" "21" 1433866
"2" "21" 1053272
"3" "21" 887152
"4" "21" 839619
"5" "21" 866480
"6" "21" 772849
"7" "21" 855374
"8" "21" 755087
"9" "21" 825847
"10" "21" 970551
"11" "21" 981873
"12" "21" 937382
"13" "21" 608352
"14" "21" 808231
"15" "21" 849943
"16" "21" 998271
"17" "21" 1085524
"18" "21" 733203
"19" "21" 922093
"20" "21" 901438
"21" "21" 20519057
"1" "22" 2588812
"2" "22" 1630324
"3" "22" 1422580
"4" "22" 1034378
"5" "22" 1166759
"6" "22" 1220007
"7" "22" 1154836
"8" "22" 1005263
"9" "22" 1311833
"10" "22" 1317270
"11" "22" 1590425
"12" "22" 1446882
"13" "22" 640833
"14" "22" 1170763
"15" "22" 1346339
"16" "22" 1568889
"17" "22" 2165666
"18" "22" 779819
"19" "22" 1679438
"20" "22" 1404265
"21" "22" 698246
"22" "22" 32050719
"1" "23" 3871662
"2" "23" 3539040
"3" "23" 2960781
"4" "23" 2280857
"5" "23" 2660094
"6" "23" 2634352
"7" "23" 2578995
"8" "23" 2199071
"9" "23" 1995741
"10" "23" 2419487
"11" "23" 2574396
"12" "23" 2455307
"13" "23" 1330558
"14" "23" 1611658
"15" "23" 1513954
"16" "23" 1653410
"17" "23" 1789199
"18" "23" 1224379
"19" "23" 1177458
"20" "23" 1200397
"21" "23" 566503
"22" "23" 720496
"23" "23" 83281943
